name,company,year,Price,kms_driven,fuel_type,transmission
MARUTI SWIFT DZIREZDI AMT,MARUTI,2017,"6,26,299",62638 kms,Diesel,Automatic
FORD ECOSPORT1.5 TITANIUMTDCI OPT,FORD,2016,"6,38,499",74559 kms,Diesel,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2015,"3,68,299",72343 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE PETROL,VOLKSWAGEN,2014,"3,87,099",93629 kms,Petrol,Manual
MARUTI ERTIGAVDI SHVS,MARUTI,2016,"7,49,399",131729 kms,Diesel,Manual
RENAULT DUSTER85 PS RXE,RENAULT,2015,"4,67,699",171979 kms,Diesel,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2017,"5,87,699",30840 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"1,83,780",68741 kms,Petrol,Manual
HYUNDAI I20MAGNA 1.2 VTVT,HYUNDAI,2013,"3,40,499",98182 kms,Petrol + CNG,Manual
MARUTI ,MARUTI,2016,"4,79,799",133455 kms,Diesel,
MARUTI ALTO 800LXI,MARUTI,2017,"3,15,699",11977 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,33,799",10284 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2012,"2,80,499",39357 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2016,"2,68,699",18294 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2011,"2,61,599",57798 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"5,77,799",23132 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2014,"5,58,399",35605 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2019,"6,01,599",5110 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,64,799",59188 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"2,93,799",50872 kms,Petrol,Manual
MARUTI DZIREVXI AMT,MARUTI,2020,"7,52,399",14879 kms,Petrol,Automatic
HYUNDAI ELITE I201.2 SPORTS PLUS VTVT,HYUNDAI,2019,"6,48,299",20204 kms,Petrol,Manual
TOYOTA INNOVA2.5 G4 8 STR,TOYOTA,2010,"5,65,899",64387 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2017,"2,97,899",55180 kms,Petrol,Manual
HONDA WR-V1.5 I-DTEC VX MT,HONDA,2018,"8,38,599",32522 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2014,"2,61,899",69630 kms,Petrol,Manual
HYUNDAI VERNA1.6 SX VTVT,HYUNDAI,2018,"8,54,499",30768 kms,Petrol,Manual
MARUTI VITARA BREZZALDI,MARUTI,2017,"6,64,699",51514 kms,Diesel,Manual
MARUTI SWIFT DZIREZDI,MARUTI,2012,"4,15,499",102656 kms,Diesel,Manual
MAHINDRA XUV500W10,MAHINDRA,2017,"12,76,299",70639 kms,Diesel,Manual
MARUTI CIAZZDI+ SHVS,MARUTI,2016,"6,07,099",98340 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"2,30,499",105978 kms,Petrol,Manual
MARUTI CIAZVDI+ SHVS,MARUTI,2016,"8,93,899",109483 kms,Diesel,Manual
MARUTI CIAZVDI+ SHVS,MARUTI,2016,"6,30,699",87883 kms,Diesel,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2011,"2,82,899",18260 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,57,699",12710 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,59,899",9889 kms,Petrol,Manual
MARUTI CELERIOZXI,MARUTI,2019,"5,35,599",3762 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,76,699",36047 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,92,699",41740 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,36,099",49645 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"2,79,599",36692 kms,Petrol,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2014,"3,21,399",40573 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2013,"2,67,699",41331 kms,Petrol,Manual
MARUTI ALTO K10VXI AMT,MARUTI,2016,"3,12,599",34256 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2014,"3,64,599",50695 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,81,799",51522 kms,Diesel,Manual
MARUTI DZIREVXI,MARUTI,2017,"6,27,099",26451 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2019,"5,86,099",20432 kms,Petrol,Manual
MAHINDRA TUV300T6,MAHINDRA,2016,"5,81,899",44617 kms,Diesel,Manual
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2019,"7,52,899",13214 kms,Petrol,Manual
MARUTI DZIREVXI,MARUTI,2017,"6,30,699",39370 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2015,"5,65,499",63961 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2015,"2,83,699",57004 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"3,96,199",54500 kms,Petrol,Manual
HONDA CITYVX CVT PETROL,HONDA,2015,"7,30,099",37376 kms,Petrol,Automatic
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2015,"4,02,899",57100 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2018,"3,30,699",37222 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2017,"4,10,299",83370 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2014,"3,49,399",59943 kms,Petrol,Manual
HYUNDAI XCENTSX 1.1 CRDI OPT,HYUNDAI,2014,"3,92,099",74215 kms,Diesel,Manual
HYUNDAI VERNA1.4 VTVT E,HYUNDAI,2018,"7,12,500",31004 kms,Petrol,Manual
MARUTI ERTIGAVDI SHVS,MARUTI,2018,"9,29,899",24285 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2012,"2,89,099",75059 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2015,"4,75,199",59126 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI ABS,MARUTI,2015,"5,90,999",74790 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2017,"5,48,599",49565 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2010,"3,24,199",100506 kms,Diesel,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2013,"4,29,599",68619 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI AMT,MARUTI,2016,"4,22,499",51919 kms,Petrol,Automatic
MAHINDRA TUV300T8,MAHINDRA,2015,"5,61,199",60858 kms,Diesel,Manual
MARUTI CIAZVDI+ SHVS,MARUTI,2016,"9,05,499",88333 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2016,"5,61,199",68126 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,71,799",101501 kms,Diesel,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,35,999",120570 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"4,09,099",170576 kms,Diesel,Manual
MARUTI SWIFT DZIREZDI,MARUTI,2012,"4,64,999",141497 kms,Diesel,Manual
HONDA CITYVX MT DIESEL,HONDA,2014,"5,98,799",115577 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2014,"5,72,899",172930 kms,Diesel,Manual
MARUTI SWIFTVDI,MARUTI,2012,"4,45,999",163832 kms,Diesel,Manual
HYUNDAI I20 ACTIVE1.2 S,HYUNDAI,2015,"5,40,999",112510 kms,Petrol,Manual
MAHINDRA SCORPIOS6 PLUS,MAHINDRA,2016,"7,77,299",169972 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"5,25,099",137748 kms,Diesel,Manual
MARUTI CIAZDELTA 1.3 DDIS SHVS,MARUTI,2017,"6,36,399",149019 kms,Diesel,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,86,099",213670 kms,Diesel,Manual
TOYOTA INNOVA2.5 GX 8 STR BS IV,TOYOTA,2013,"6,98,999",250810 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2016,"3,16,699",5089 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2014,"3,20,599",4551 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"2,40,299",31298 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2013,"3,51,399",50633 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2017,"3,38,399",29875 kms,Petrol,Manual
MARUTI CIAZVXI PLUS,MARUTI,2016,"6,22,299",30032 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"3,37,299",46047 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2009,"1,75,599",72696 kms,Petrol,Manual
MARUTI DZIREVXI,MARUTI,2017,"6,02,799",9487 kms,Petrol,Manual
FORD ECOSPORT1.5 TITANIUM TI VCT,FORD,2016,"7,13,599",18451 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.4 CRDI,HYUNDAI,2013,"3,79,099",88809 kms,Diesel,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2017,"5,43,199",66202 kms,Petrol,Manual
RENAULT DUSTERRXL AMT 110 PS,RENAULT,2016,"7,11,599",54183 kms,Diesel,Automatic
MARUTI DZIREVXI,MARUTI,2017,"5,94,699",21764 kms,Petrol,Manual
RENAULT ,RENAULT,2015,"4,82,999",57200 kms,Diesel,
MARUTI ERTIGAVXI ABS,MARUTI,2017,"7,01,500",12577 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2010,"3,74,899",27602 kms,Petrol,Manual
TATA NANOXT TWIST,TATA,2015,"1,75,099",13978 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,82,199",28642 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2011,"3,15,099",33774 kms,Petrol,Manual
FORD FIGO1.2 ZXI DURATEC,FORD,2013,"3,48,699",36594 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.1 IRDE2,HYUNDAI,2008,"2,76,099",70527 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"2,90,299",24444 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.1 IRDE2,HYUNDAI,2015,"4,45,299",23841 kms,Petrol,Manual
MARUTI ALTO 800LXI OPT,MARUTI,2016,"2,82,499",24184 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2014,"4,91,399",26578 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"2,88,199",16071 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"2,88,999",42203 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2010,"3,15,599",40198 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,60,199",32647 kms,Petrol,Manual
TATA NANOXT TWIST,TATA,2014,"1,85,599",23494 kms,Petrol,Manual
HYUNDAI EONMAGNA,HYUNDAI,2011,"2,82,499",25144 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,51,299",40911 kms,Petrol,Manual
MARUTI IGNISDELTA 1.2 K12,MARUTI,2017,"5,28,699",26569 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2014,"3,34,999",15628 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,31,799",32291 kms,Petrol,Manual
HYUNDAI XCENTS 1.2 OPT,HYUNDAI,2014,"4,86,999",12270 kms,Petrol,Manual
TOYOTA ETIOSG,TOYOTA,2012,"4,03,599",30224 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"2,58,799",39773 kms,Petrol,Manual
TATA NANOXT TWIST,TATA,2015,"1,91,499",21822 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2013,"4,17,399",16089 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2019,"4,86,799",5711 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2011,"3,42,299",27561 kms,Petrol,Manual
FORD FIGO1.4 EXI DURATORQ,FORD,2012,"3,43,899",43307 kms,Diesel,Manual
RENAULT PULSERX L PETROL,RENAULT,2016,"3,71,199",30523 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2010,"2,90,099",17736 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2011,"3,03,199",10252 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"3,99,799",34804 kms,Petrol,Manual
MARUTI ALTO K10VXI (O) AMT,MARUTI,2017,"4,02,899",8095 kms,Petrol,Manual
HYUNDAI EOND LITE PLUS,HYUNDAI,2014,"2,73,699",31287 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"3,02,699",13844 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2010,"3,44,299",25571 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,89,699",36453 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"3,49,099",33363 kms,Petrol,Manual
RENAULT ,RENAULT,2017,"3,68,699",11194 kms,Petrol,
MARUTI SWIFTVXI,MARUTI,2020,"6,91,945",2310 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2017,"4,14,599",7287 kms,Petrol,Manual
RENAULT KWIDRXT OPT,RENAULT,2016,"3,90,599",16054 kms,Petrol,Manual
MARUTI EECO5 STR,MARUTI,2016,"4,04,599",22531 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2010,"3,39,099",22696 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL PLUS,HYUNDAI,2011,"3,21,299",16261 kms,Petrol,Manual
NISSAN ,NISSAN,2013,"4,66,199",32429 kms,Petrol,
MARUTI ALTOLXI,MARUTI,2012,"2,93,099",25985 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2014,"3,62,899",24427 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"2,80,499",22219 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2010,"3,35,799",53506 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2010,"2,31,499",56095 kms,Petrol,Manual
RENAULT ,RENAULT,2018,"4,14,499",19093 kms,Petrol,
MARUTI ALTO K10VXI,MARUTI,2011,"2,76,099",39169 kms,Petrol,Manual
MARUTI ,MARUTI,2014,"3,00,499",30698 kms,Petrol,
RENAULT KWIDRXT OPT,RENAULT,2016,"3,61,899",6190 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"4,22,299",44510 kms,Petrol,Manual
HYUNDAI I10ERA 1.1 IRDE,HYUNDAI,2012,"3,44,499",39970 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2016,"3,28,399",19484 kms,Petrol,Manual
RENAULT KWIDRXT OPT,RENAULT,2016,"4,19,199",411 kms,Petrol,Manual
MARUTI CELERIOZXI,MARUTI,2017,"4,96,799",18456 kms,Petrol,Manual
DATSUN ,DATSUN,2018,"3,39,699",26739 kms,Petrol,
RENAULT KWIDRXL,RENAULT,2016,"3,51,499",16048 kms,Petrol,Manual
MARUTI ALTO K10LXI,MARUTI,2012,"2,94,599",10801 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2012,"3,43,299",24640 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2014,"3,15,799",24024 kms,Petrol,Manual
RENAULT ,RENAULT,2016,"3,76,799",35822 kms,Petrol,
MARUTI SWIFTVDI,MARUTI,2011,"3,55,099",74130 kms,Diesel,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"3,46,599",24669 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,54,499",34163 kms,Petrol,Manual
HYUNDAI EONMAGNA PLUS,HYUNDAI,2014,"3,11,299",25857 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,94,899",46004 kms,Petrol,Manual
TOYOTA ETIOS LIVAG,TOYOTA,2011,"4,01,799",33609 kms,Petrol,Manual
MARUTI ,MARUTI,2015,"3,79,199",12593 kms,Petrol,
RENAULT KWIDRXT OPT,RENAULT,2016,"3,90,699",3350 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"3,06,399",43890 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"3,86,199",39213 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2011,"3,88,999",24700 kms,Petrol,Manual
RENAULT KWID1.0 RXL,RENAULT,2017,"3,41,099",22422 kms,Petrol,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2013,"4,75,499",15679 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,69,499",51642 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2010,"3,40,599",49583 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"2,71,699",42491 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,36,199",24679 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"4,10,399",23353 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,53,999",47758 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2007,"2,74,099",8437 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2012,"3,50,299",33267 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"2,49,899",47876 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,47,599",70996 kms,Petrol,Manual
MAHINDRA KUV100K6 D 6 STR,MAHINDRA,2016,"4,04,299",38594 kms,Diesel,Manual
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2011,"4,19,399",59172 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"3,71,599",53572 kms,Petrol,Manual
MARUTI ALTO K10VXI (O) AMT,MARUTI,2019,"3,76,099",19450 kms,Petrol,Manual
RENAULT KWIDRXL1.0 EASY-R AT,RENAULT,2017,"4,37,699",8409 kms,Petrol,Manual
MARUTI ,MARUTI,2017,"4,08,899",16032 kms,Petrol,
CHEVROLET BEATLT PETROL,CHEVROLET,2010,"2,24,899",33225 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2008,"1,92,299",67059 kms,Petrol,Manual
RENAULT KWIDCLIMBER 1.0 AT,RENAULT,2018,"4,64,499",21699 kms,Petrol,Manual
CHEVROLET BEATLS PETROL,CHEVROLET,2010,"2,26,499",47003 kms,Petrol,Manual
MARUTI ALTO 800LXI,MARUTI,2013,"3,02,899",16178 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2010,"2,50,699",36141 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2010,"2,51,499",42705 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2014,"4,34,599",7445 kms,Petrol,Manual
MARUTI ALTO K10VXI (O) AMT,MARUTI,2017,"4,05,799",26396 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2009,"3,13,499",35925 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"2,93,999",31491 kms,Petrol,Manual
HYUNDAI GRAND I10MAGNA 1.2 VTVT,HYUNDAI,2013,"4,24,299",42677 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2012,"2,56,299",50282 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2010,"3,22,099",66102 kms,Petrol,Manual
RENAULT KWIDRXT OPT,RENAULT,2016,"3,55,699",30759 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2012,"3,27,399",46403 kms,Petrol,Manual
MARUTI SWIFTLXI OPT,MARUTI,2016,"5,23,999",35352 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2012,"4,57,499",63009 kms,Petrol,Manual
CHEVROLET SPARKLS 1.0,CHEVROLET,2009,"1,89,499",20028 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2013,"4,08,299",59237 kms,Petrol,Automatic
DATSUN GOT,DATSUN,2015,"3,59,399",30569 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2011,"3,63,699",39755 kms,Petrol,Manual
TATA INDICA VISTAVX QUADRAJET,TATA,2012,"3,14,999",59345 kms,Diesel,Manual
MARUTI ALTO K10VXI OPT. MT,MARUTI,2019,"3,74,699",12689 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"4,40,899",27858 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,52,699",23401 kms,Petrol,Manual
MARUTI ,MARUTI,2013,"4,42,299",53166 kms,Petrol,
MARUTI ALTO K10VXI,MARUTI,2011,"2,21,299",62717 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"3,43,799",46146 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2017,"3,60,399",6202 kms,Petrol,Manual
MARUTI ,MARUTI,2017,"3,19,399",28486 kms,Petrol,
MARUTI SWIFTVDI,MARUTI,2011,"4,20,199",60118 kms,Diesel,Manual
FORD FIGO1.4 ZXI DURATORQ,FORD,2010,"2,95,799",61379 kms,Diesel,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,21,599",26432 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"2,72,799",46746 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2010,"3,86,599",38191 kms,Petrol,Manual
MARUTI S PRESSOVXI PLUS,MARUTI,2019,"4,93,999",10462 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2014,"3,78,899",54073 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2,HYUNDAI,2010,"3,29,799",36981 kms,Petrol,Manual
HONDA AMAZE1.2 SX MT I VTEC,HONDA,2016,"5,30,899",33215 kms,Petrol,Manual
HYUNDAI EONERA PLUS (O),HYUNDAI,2017,"3,55,299",22418 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.1 IRDE2,HYUNDAI,2015,"4,32,599",39456 kms,Petrol,Manual
NISSAN SUNNYXV PETROL,NISSAN,2011,"4,49,099",24353 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"2,45,199",52908 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2011,"2,48,599",72785 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"4,35,599",21274 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2011,"3,78,599",62420 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,83,199",46248 kms,Petrol,Manual
MARUTI RITZVXI BS IV,MARUTI,2013,"4,08,399",33225 kms,Petrol,Manual
HYUNDAI EOND LITE PLUS,HYUNDAI,2013,"2,97,899",55546 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2010,"2,97,999",27225 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2011,"3,99,799",32725 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2013,"3,14,799",38912 kms,Petrol,Manual
HYUNDAI SANTRO XINGGLS,HYUNDAI,2008,"2,93,599",44365 kms,Petrol,Manual
DATSUN REDI GOLIMITED EDITION,DATSUN,2017,"3,32,099",49447 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2013,"3,96,299",47062 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,29,399",43290 kms,Petrol,Manual
DATSUN ,DATSUN,2017,"3,17,699",20789 kms,Petrol,
HYUNDAI I20ASTA 1.2,HYUNDAI,2011,"4,01,399",58055 kms,Petrol,Manual
NISSAN ,NISSAN,2013,"5,23,999",45134 kms,Petrol,
HYUNDAI I10SPORTZ 1.1 IRDE2,HYUNDAI,2014,"3,99,499",42135 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2012,"3,47,199",56014 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2015,"4,91,999",50622 kms,Petrol,Manual
HONDA BRIO1.2 VX MT I VTEC,HONDA,2015,"4,76,799",42337 kms,Petrol,Manual
MARUTI EECO5 STR WITH AC PLUSHTR,MARUTI,2016,"3,79,599",38114 kms,Petrol,Manual
MARUTI SWIFTZXI,MARUTI,2012,"4,99,299",56935 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2019,"3,74,499",14749 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2011,"3,15,299",31180 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2016,"4,25,099",16989 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"2,86,399",52160 kms,Petrol,Manual
MARUTI S PRESSOVXI PLUS,MARUTI,2020,"5,12,399",8224 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2014,"3,49,799",39855 kms,Petrol,Manual
MARUTI RITZVDI,MARUTI,2011,"3,50,599",71585 kms,Diesel,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2013,"4,55,599",22201 kms,Petrol,Automatic
MARUTI ERTIGAVXI,MARUTI,2014,"6,07,199",19728 kms,Petrol,Manual
MARUTI RITZLXI,MARUTI,2013,"3,64,299",58907 kms,Petrol,Manual
HYUNDAI ELITE I201.2 SPORTS PLUS VTVT CVT,HYUNDAI,2019,"8,31,299",6478 kms,Petrol,Automatic
TOYOTA ETIOS LIVAG,TOYOTA,2011,"3,56,699",54931 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2015,"3,44,499",49168 kms,Petrol,Manual
MARUTI ALTOLXI,MARUTI,2009,"2,01,099",428123 kms,Petrol,Manual
MARUTI ALTO K10VXI OPT,MARUTI,2016,"3,33,299",34767 kms,Petrol,Manual
MARUTI ,MARUTI,2016,"3,80,099",28652 kms,Petrol,
MARUTI ,MARUTI,2020,"4,75,799",8241 kms,Petrol,
MARUTI ALTO 800VXI,MARUTI,2016,"3,16,799",34081 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2012,"3,76,699",57380 kms,Petrol,Automatic
