name,company,year,Price,kms_driven,fuel_type,transmission
Mahindra Xylo D2,Mahindra,2009,"3,00,000","62,000 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,65,000","14,000 kms",Petrol,Manual
Hyundai Eon Magna,Hyundai,2017,"3,00,000","1,600 kms",Petrol,Manual
Maruti Suzuki Swift VDi,Maruti,2011,"2,50,000","58,000 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lx,Maruti,2003,42000,"60,000 kms",Petrol,Manual
Maruti Suzuki Swift LDi,Maruti,2009,"1,20,000","90,000 kms",Diesel,Manual
Tata Indigo eCS,Tata,2016,"1,30,000","1,50,000 kms",Diesel,Manual
2012 Tata Sumo Gold f,2012,sell,"2,50,000",,,Manual
Hyundai Eon D Lite Plus,Hyundai,2013,"1,70,000","20,000 kms",Petrol,Manual
all paper updated tata indica v2 and u,all,n...,"1,45,000",,,Manual
7 SEATER MAHINDRA BOLERO IN VERY GOOD,7,D...,Ask For Price,,,Manual
scratch less Tata I,scratch,go .,"1,40,000",,,Manual
Commercial Chevrolet beat for sale in,Commercial,k...,"1,80,000",,,Manual
Tata Sumo Gold FX BSIII,Tata,2013,"2,15,000","1,00,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire good car fo,Maruti,o...,"3,10,000",,,Manual
Commercial Maruti Suzuki Alto Lxi 800,Commercial,...,Ask For Price,,,Manual
Maruti Suzuki Alto vxi t,Maruti,cab,95000,,,Manual
TATA INDI,TATA,EV2,"1,10,000",,,Manual
Hyundai Elite i20,Hyundai,2017,"5,99,999","31,000 kms",Petrol,Manual
Hyundai Creta,Hyundai,2016,"9,00,000","60,000 kms",Diesel,Manual
Maruti Suzuki Dzire,Maruti,2014,"3,74,999","33,000 kms",Petrol,Manual
Maruti Suzuki Alto 800 Lx,Maruti,2005,70000,"47,000 kms",Petrol,Manual
Hyundai Venue,Hyundai,2019,Ask For Price,"7,000 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,25,000","12,500 kms",Petrol,Manual
Renault Lodgy,Renault,2016,Ask For Price,"20,000 kms",Diesel,Manual
Maruti Suzuki Swift Select Variant,Maruti,2008,"1,62,000","60,000 kms",Diesel,Manual
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,"6,50,000","77,000 kms",Diesel,Manual
Mahindra Xylo E8,Mahindra,2010,"3,75,000","40,000 kms",Diesel,Manual
Maruti Suzuki Omni,Maruti,2000,35999,"60,000 kms",Petrol,Manual
Mahindra KUV100 K8 6 STR,Mahindra,2019,"5,60,000","2,875 kms",Petrol,Manual
Ford Endeavor 4x4 Thunder Plus,Ford,2019,"29,00,000","9,000 kms",Diesel,Manual
Hyundai Santro Xing GL,Hyundai,2006,85000,"60,000 kms",Petrol,Manual
Maruti Suzuki Swift Select Variant,Maruti,2008,"1,75,000","58,000 kms",Diesel,Manual
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,"7,50,000","75,000 kms",Diesel,Manual
Maruti Suzuki Alto 800,Maruti,2016,"2,50,000","2,450 kms",Petrol,Manual
Maruti Suzuki Alto 800 Lx,Maruti,2019,Ask For Price,"1,500 kms",Petrol,Manual
Mahindra Logan,Mahindra,2009,"1,30,000","65,000 kms",Diesel,Manual
Mahindra Scorpio,Mahindra,2011,"4,75,000","60,123 kms",Diesel,Manual
Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,Ask For Price,"38,900 kms",Diesel,Manual
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,"1,00,000","7,000 kms",Petrol,Manual
Tata Manza,Tata,2015,"1,00,000","1,00,000 kms",Diesel,Manual
Toyota Etios G,Toyota,2013,"2,65,000","42,000 kms",Petrol,Manual
Toyota Qualis,Toyota,2003,"1,80,000","1,00,000 kms",Diesel,Manual
Tata Indica eV2 LS,Tata,2016,50500,"91,200 kms",Diesel,Manual
Tata Zest XE 75 PS Diesel,Tata,2017,"2,90,000","1,20,000 kms",Diesel,Manual
Tata Indigo eCS LX CR4 BS IV,Tata,2016,"1,60,000","1,04,000 kms",Diesel,Manual
Hyundai Elite i20,Hyundai,2011,"2,90,000","40,000 kms",Petrol,Manual
Chevrolet Tavera Neo,Chevrolet,2007,"4,65,000","1,00,800 kms",Diesel,Manual
Hyundai Elite i20,Hyundai,2018,"5,10,000","2,100 kms",Petrol,Manual
Maruti Suzuki Dzire,Maruti,2016,"4,50,000","2,500 kms",Diesel,Manual
Mercedes Benz C Class 200 K MT,Mercedes,2006,"5,00,001","15,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"2,50,000","51,000 kms",Diesel,Manual
Maruti Suzuki Alto 800 Select Variant,Maruti,2015,Ask For Price,"70,000 kms",Petrol,Manual
tata zest 2017 f,tata,sale,"4,50,000",,,Manual
Toyota Corolla Altis,Toyota,2009,"3,00,000","1,32,000 kms",Petrol,Manual
Tata Zest XM Diesel,Tata,2018,"2,60,000","27,000 kms",Diesel,Manual
Honda Amaze 1.2 E i VTEC,Honda,2014,"1,80,000",Petrol,,Manual
Hyundai New Santro,Hyundai ,2021,553000,3098,Petrol,Manual
Maruti Dzire ZXI Plus,Maruti,2021,795000,2274,Petrol,Manual
Maruti New Wagon-R LXI,Maruti,2021,584000,24191,CNG,Manual
Skoda Rapid,Skoda,2020,822000,47239,Petrol,Manual
Hyundai AURA,Hyundai ,2020,757000,37554,CNG,Manual
Tata ALTROZ XZ,Tata,2020,730000,27970,Petrol,Manual
Maruti Ciaz,Maruti,2019,775000,39980,Petrol,Manual
Ford Ecosports,Ford,2019,984000,41273,Diesel,Manual
Mahindra XUV 3OO,Mahindra,2021,1169000,7239,Petrol,Manual
SKODA SLAVIA,Skoda,2022,1367000,3530,Petrol,Manual
KIA SELTOS,Kia,2019,1193000,20838,Petrol,Manual
Hyundai New Elantra,Hyundai ,2021,1579000,9088,Petrol,Manual
Skoda KUSHAQ,Skoda,2021,1575000,10098,Petrol,Manual
Renault TRIBER,Renault,2019,682000,16157,Petrol,Manual
Mahindra MARAZZO,Mahindra,2020,1200000,22707,Diesel,Manual
Toyota Glanza,Toyota,2019,764000,25239,Petrol,Manual
 MG HECTOR PLUS,MG,2021,1817000,25192,Diesel,Manual
Honda WR-V,Honda,2019,790000,30502,Petrol,Manual
Ford FREESTYLE TITANIUM,Ford,2019,610000,39486,Petrol,Manual
Mahindra BOLERO NEO,Mahindra,2022,1137000,7235,Diesel,Manual
Ford New Figo,Ford,2019,596000,37736,Petrol,Manual
Maruti Baleno,Maruti,2019,764000,17274,Petrol,Manual
Tata Harrier,Tata,2019,1483000,42666,Diesel,Manual
Volkswagen TAIGUN,Volkswagen,2021,1436000,8122,Petrol,Manual
Toyota YARIS,Toyota,2021,1163000,20699,Petrol,Manual
 Maruti S PRESSO,Maruti,2021,540000,25068,CNG,Manual
Renault Duster,Renault,2020,1063000,20704,Petrol,Manual
Honda Amaze,Honda,2019,601000,22176,Petrol,Manual
Hyundai Xcent,Hyundai ,2019,579000,42846,CNG,Manual
Volkswagen Polo,Volkswagen,2019,737000,85697,Diesel,Manual
 Tata PUNCH,Tata,2021,799000,23183,Petrol,Manual
 Maruti Celerio,Maruti,2019,487000,6452,Petrol,Manual
Toyota Etios Liva,Toyota,2019,533000,19659,Petrol,Manual
Mahindra XUV500,Mahindra,2019,1055000,36170,Diesel,Manual
Mahindra Scorpio S9,Mahindra,2020,1525000,36000,Diesel,Manual
Mahindra KUV 100 NXT,Mahindra,2020,706000,14966,Petrol,Manual
Volkswagen Ameo,Volkswagen,2019,666000,15000,Petrol,Manual
 Maruti Wagon R,Maruti,2021,643000,12746,CNG,Manual
Ford Ecosport,Ford,2020,920000,20000,Diesel,Manual
Hyundai Venue,Hyundai,2020,875000,28000,Petrol,Manual
Hyundai Aura,Hyundai,2020,757000,68000,CNG,Manual
Renault Triber,Renault,2021,750000,30000,Petrol,Manual
Maruti Ignis,Maruti,2019,650000,14000,Petrol,Manual
Kia Sonet,Kia,2021,1198000,14469,Diesel,Manual
 Maruti Celerio,Maruti,2022,719000,6872,CNG,Manual
 Hyundai Xcent,Hyundai,2022,700000,50000,CNG,Manual
Maruti Alto 800,Maruti,2021,480000,21556,CNG,Manual
Tata Tiago,Tata,2022,837000,9354,CNG,Manual
